Date,equity_return,debt_return,cash_return,volatility,drawdown,market_indicator
2011-05-01,-0.0329,0.0199,0.0025,0.05667036502210954,-0.09423158374873761,1
2011-06-01,0.015700000000000002,-0.0105,0.0025,0.05580629915486534,-0.08001824520248928,2
2011-07-01,-0.029300000000000003,0.0173,0.0025,0.05451751995353478,-0.10696249959274107,1
2011-08-01,-0.0877,-0.014199999999999999,0.0025,0.05794616551443324,-0.18531912813996682,1
2011-09-01,-0.0115,0.0088,0.0025,0.05503460818272528,-0.1947268106734435,1
2011-10-01,0.0776,0.0365,0.0025,0.05488797666050428,-0.1322777180464601,1
2011-11-01,-0.0928,0.014199999999999999,0.0025,0.05683763807064189,-0.21284169028768776,0
2011-12-01,-0.043,-0.037200000000000004,0.0025,0.05701426197751388,-0.24668491186915584,0
2012-01-01,0.1243,-0.0207,0.0025,0.0612388716598691,-0.15302349069820484,1
2012-02-01,0.0358,-0.0006,0.0025,0.06157133588102437,-0.12273156745837821,1
2012-03-01,-0.0166,0.0173,0.0025,0.060323983831991106,-0.13733587462939434,1
2012-04-01,-0.009000000000000001,0.0043,0.0025,0.06036109458194443,-0.1450575049685597,1
2012-05-01,-0.0617,-0.0054,0.0025,0.061268524557469804,-0.19782197895285575,1
2012-06-01,0.07200000000000001,-0.008199999999999999,0.0025,0.06237547115793129,-0.14004821946372148,1
2012-07-01,-0.0095,-0.0005,0.0025,0.06238549801291039,-0.1481771087870199,1
2012-08-01,0.005600000000000001,-0.0038,0.0025,0.06238216703908865,-0.14337145277424826,1
2012-09-01,0.08460000000000001,-0.0168,0.0025,0.06013172843426969,-0.07091193431727107,2
2012-10-01,-0.0147,-0.006999999999999999,0.0025,0.060200464031145325,-0.08453067474668499,1
2012-11-01,0.0463,0.0052,0.0025,0.06071239382937193,-0.04215130485778516,2
2012-12-01,0.0043,-0.019,0.0025,0.05997382943744137,-0.03803798911803994,2
2013-01-01,0.022000000000000002,-0.0226,0.0025,0.05596138662933813,-0.01691753820089277,2
2013-02-01,-0.056600000000000004,0.0004,0.0025,0.05690856749513056,-0.07258169615221714,1
2013-03-01,-0.0018,0.0158,0.0025,0.05361961013080675,-0.07429218388557654,1
2013-04-01,0.0436,-0.0397,0.0025,0.054232787124352796,-0.033949108917342805,2
2013-05-01,0.009399999999999999,-0.0535,0.0025,0.05371050352031529,-0.024867233571172667,2
2013-06-01,-0.024,0.0434,0.0025,0.053959989035086635,-0.04828462515883109,1
2013-07-01,-0.0172,0.1189,0.0025,0.053702901845865555,-0.06460756524288931,1
2013-08-01,-0.0471,0.0398,0.0025,0.051297020847473104,-0.10862411624800446,1
2013-09-01,0.0482,0.0218,0.0025,0.05190598786351108,-0.06569901932036623,2
2013-10-01,0.0983,-0.0287,0.0025,0.05327558377049434,0.0,2
2013-11-01,-0.0195,0.0161,0.0025,0.04916743778565038,-0.019534381622917263,1
2013-12-01,0.0207,0.0078000000000000005,0.0025,0.047803300929016905,0.0,2
2014-01-01,-0.034,-0.0012,0.0025,0.04256495611568792,-0.034026015228426396,1
2014-02-01,0.0308,-0.0012,0.0025,0.04243225781906016,-0.004290926395939115,2
2014-03-01,0.0681,-0.0151,0.0025,0.04386029864355067,0.0,2
2014-04-01,-0.0012,0.0006,0.0025,0.04373605533460794,-0.0011634497777512876,1
2014-05-01,0.0797,-0.0346,0.0025,0.043019742687161314,0.0,2
2014-06-01,0.0528,0.0002,0.0025,0.042121635461043624,0.0,2
2014-07-01,0.0144,-0.006,0.0025,0.04176866392682304,0.0,2
2014-08-01,0.0302,0.0062,0.0025,0.041773571624076966,0.0,2
2014-09-01,0.0013,-0.009300000000000001,0.0025,0.03941237942796549,0.0,2
2014-10-01,0.0449,-0.0387,0.0025,0.0393537100252775,0.0,2
2014-11-01,0.032,-0.0196,0.0025,0.03900116846075707,0.0,2
2014-12-01,-0.0356,-0.023799999999999998,0.0025,0.04037611487221024,-0.035577678805344425,1
2015-01-01,0.0635,-0.0382,0.0025,0.04156130599243851,0.0,2
2015-02-01,0.0106,-0.001,0.0025,0.03856359489789923,0.0,2
2015-03-01,-0.0462,0.0124,0.0025,0.04063918626332141,-0.04615332767907798,1
2015-04-01,-0.0365,0.015300000000000001,0.0025,0.04169123217871731,-0.08092138151058492,1
2015-05-01,0.0308,0.0068000000000000005,0.0025,0.04181018095971437,-0.052595808736386335,2
2015-06-01,-0.0077,0.0233,0.0025,0.041274545398175995,-0.05991451215196845,1
2015-07-01,0.0196,-0.014499999999999999,0.0025,0.040671055610750476,-0.041452057718339444,2
2015-08-01,-0.0658,-0.0034999999999999996,0.0025,0.0421143878818946,-0.10453445070406715,1
2015-09-01,-0.0028000000000000004,-0.022400000000000003,0.0025,0.04173778047333835,-0.10705078157911004,1
2015-10-01,0.0147,0.0049,0.0025,0.03773831712875057,-0.09391867982498021,2
2015-11-01,-0.016200000000000003,0.0182,0.0025,0.03762808247279835,-0.10858417070608922,1
2015-12-01,0.0014000000000000002,0.01,0.0025,0.037621809894131206,-0.10733723888854564,1
2016-01-01,-0.0482,0.0192,0.0025,0.03845237879224916,-0.15033953616383114,1
2016-02-01,-0.0762,0.0007000000000000001,0.0025,0.041952391927109485,-0.21510135533625035,0
2016-03-01,0.1075,-0.0395,0.0025,0.04516399024104001,-0.1306975516325259,1
2016-04-01,0.0144,-0.0097,0.0025,0.04515372695549082,-0.11818329897717891,1
2016-05-01,0.0395,0.0014000000000000002,0.0025,0.04306026784248642,-0.08332537618584901,2
2016-06-01,0.015600000000000001,-0.0152,0.0025,0.041955252214779984,-0.06898566028409829,2
2016-07-01,0.042300000000000004,-0.0449,0.0025,0.04262602776184554,-0.029583738211720074,2
2016-08-01,0.0171,-0.0182,0.0025,0.042379763423432304,-0.012991681504406346,2
2016-09-01,-0.0199,-0.0102,0.0025,0.04268011110643897,-0.0326561332756675,1
2016-10-01,0.0017000000000000001,0.0036,0.0025,0.04178694061303251,-0.031021641568887325,2
2016-11-01,-0.04650000000000001,-0.076,0.0025,0.042429798585086616,-0.07609092492010092,1
2016-12-01,-0.004699999999999999,0.0693,0.0025,0.04179688636902193,-0.0804383358515365,1
2017-01-01,0.045899999999999996,-0.0125,0.0025,0.04078251969954139,-0.038256092834635616,2
2017-02-01,0.037200000000000004,0.0562,0.0025,0.04145044098644812,-0.0024994804450760235,2
2017-03-01,0.0331,-0.0096,0.0025,0.04070252969918513,0.0,2
2017-04-01,0.014199999999999999,0.0148,0.0025,0.03981447464559029,0.0,2
2017-05-01,0.0341,-0.0152,0.0025,0.0399089813635761,0.0,2
2017-06-01,-0.0104,-0.0311,0.0025,0.039953832052159625,-0.010430037677017057,1
2017-07-01,0.0584,-0.0058,0.0025,0.0412845551357118,0.0,2
2017-08-01,-0.0158,0.0089,0.0025,0.038584013359894614,-0.015798195909537537,1
2017-09-01,-0.013000000000000001,0.0184,0.0025,0.0387850626782596,-0.028629268341090194,1
2017-10-01,0.0559,0.004,0.0025,0.03992375251016314,0.0,2
2017-11-01,-0.0105,0.022099999999999998,0.0025,0.03977069031298072,-0.010522190937853764,1
2017-12-01,0.0297,0.024700000000000003,0.0025,0.039881333943355676,0.0,2
2018-01-01,0.0472,0.0246,0.0025,0.03828453731079238,0.0,2
2018-02-01,-0.048499999999999995,0.015300000000000001,0.0025,0.03569747661889459,-0.04850059395884911,1
2018-03-01,-0.0361,-0.04,0.0025,0.031812446008040576,-0.08288219665025345,1
2018-04-01,0.061900000000000004,0.051,0.0025,0.03342419933894123,-0.026147791470569597,2
2018-05-01,-0.0003,0.0141,0.0025,0.033073110712086295,-0.026437969839585868,1
2018-06-01,-0.002,-0.0048,0.0025,0.033185328301717276,-0.028419344015524674,1
2018-07-01,0.0599,0.003,0.0025,0.034082677609652126,0.0,2
2018-08-01,0.0285,0.015600000000000001,0.0025,0.03423557773148716,0.0,2
2018-09-01,-0.0642,0.0005,0.0025,0.03713025227571145,-0.06421386070801757,1
2018-10-01,-0.049800000000000004,-0.0078000000000000005,0.0025,0.039105819834489346,-0.11077436753563628,1
2018-11-01,0.0472,-0.039,0.0025,0.038037970874651994,-0.06881126664098283,2
2018-12-01,-0.0013,-0.0327,0.0025,0.037977750685124226,-0.07002696802362919,1
2019-01-01,-0.0029,0.0066,0.0025,0.037417026805019404,-0.0727323316638842,1
2019-02-01,-0.0036,0.0128,0.0025,0.03707749791247084,-0.07602414280210608,1
2019-03-01,0.077,-0.020099999999999996,0.0025,0.039341127942982154,-0.004845682975900036,2
2019-04-01,0.010700000000000001,0.0096,0.0025,0.03933388271846741,0.0,2
2019-05-01,0.0149,-0.047,0.0025,0.03902716422059709,0.0,2
2019-06-01,-0.011200000000000002,-0.0317,0.0025,0.03904541925108191,-0.011234777065789825,1
2019-07-01,-0.056900000000000006,-0.036000000000000004,0.0025,0.03987357920779854,-0.06750092260207328,1
2019-08-01,-0.0085,0.0258,0.0025,0.0397366819818608,-0.07544788137014789,1
2019-09-01,0.0409,0.024300000000000002,0.0025,0.040185674136402214,-0.03760442178011864,2
2019-10-01,0.0351,-0.0068000000000000005,0.0025,0.03930933067683643,-0.003803636729627147,2
2019-11-01,0.015,0.0059,0.0025,0.03917283122933219,0.0,2
2019-12-01,0.009300000000000001,-0.0063,0.0025,0.03889305082111607,0.0,2
2020-01-01,-0.017,-0.005600000000000001,0.0025,0.03819237702792905,-0.01695778837896366,1
2020-02-01,-0.0636,-0.0374,0.0025,0.039207241086605324,-0.07944315011361354,1
2020-03-01,-0.2325,-0.008199999999999999,0.0025,0.061806164389336955,-0.29343918083239856,0
2020-04-01,0.14679999999999999,-0.0169,0.0025,0.06791319467430147,-0.18971602792467412,1
2020-05-01,-0.028399999999999998,-0.006,0.0025,0.06813907719201746,-0.21269348191429485,0
2020-06-01,0.0753,-0.0092,0.0025,0.06995936592361875,-0.15337614897542418,1
2020-07-01,0.07490000000000001,-0.0206,0.0025,0.07057402719993663,-0.0899868101524845,2
2020-08-01,0.028399999999999998,0.053,0.0025,0.07057236598400053,-0.06417826428181081,2
2020-09-01,-0.0123,-0.0001,0.0025,0.06925504206517588,-0.07567931823691608,1
2020-10-01,0.0351,-0.0167,0.0025,0.06857131271556813,-0.04323064975407723,2
2020-11-01,0.1139,-0.0070999999999999995,0.0025,0.07155062550998117,0.0,2
2020-12-01,0.0781,-0.0067,0.0025,0.07283140435378774,0.0,2
2021-01-01,-0.0248,-0.002,0.0025,0.07317917805939939,-0.024828794678777667,1
2021-02-01,0.06559999999999999,0.051,0.0025,0.07388295630173486,0.0,2
2021-03-01,0.0111,-0.015,0.0025,0.07270309173000454,0.0,2
2021-04-01,-0.0040999999999999995,0.0027,0.0025,0.0727817104304949,-0.004056988434860174,1
2021-05-01,0.065,0.0239,0.0025,0.0735861498467977,0.0,2
2021-06-01,0.0089,0.0223,0.0025,0.07340141853366068,0.0,2
2021-07-01,0.0026,0.0001,0.0025,0.07186297750741955,0.0,2
2021-08-01,0.08689999999999999,-0.0013,0.0025,0.07300419831088138,0.0,2
2021-09-01,0.028399999999999998,-0.0166,0.0025,0.07290249481327785,0.0,2
2021-10-01,0.003,0.0059,0.0025,0.07292199525043422,0.0,2
2021-11-01,-0.039,-0.0187,0.0025,0.07389031236142914,-0.03895787886247185,1
2021-12-01,0.0218,0.0263,0.0025,0.0738766273515554,-0.017972288948683465,2
2022-01-01,-0.0008,0.0317,0.0025,0.0736196333641147,-0.01877583587271154,1
2022-02-01,-0.0315,-0.02,0.0025,0.07234672353187188,-0.049669951589127216,1
2022-03-01,0.039900000000000005,0.0175,0.0025,0.048500853122632706,-0.011708018209957838,2
2022-04-01,-0.0207,0.0215,0.0025,0.042838960113700135,-0.03220412355382786,1
2022-05-01,-0.030299999999999997,0.0334,0.0025,0.0429417426389471,-0.061516609937385704,1
2022-06-01,-0.048499999999999995,0.0072,0.0025,0.043932563605229534,-0.1070301867680721,1
2022-07-01,0.0873,-0.0058,0.0025,0.044687238394896606,-0.029052182450422084,2
2022-08-01,0.035,-0.028300000000000002,0.0025,0.044765698404282614,0.0,2
2022-09-01,-0.0374,0.0111,0.0025,0.045824246595955714,-0.03744235414684142,1
2022-10-01,0.0537,0.0029,0.0025,0.04627120254307869,0.0,2
2022-11-01,0.0414,-0.0231,0.0025,0.04199856795350206,0.0,2
2022-12-01,-0.0348,0.008,0.0025,0.04109049728819678,-0.034813829574562756,1
2023-01-01,-0.0245,-0.0016,0.0025,0.04107898277814288,-0.058437975621523065,1
2023-02-01,-0.0203,-0.0005,0.0025,0.039896910408513224,-0.07753347176057584,1
2023-03-01,0.0032,-0.0054,0.0025,0.039903205348711675,-0.074558796482633,2
2023-04-01,0.0406,-0.0176,0.0025,0.040368164158606896,-0.03696220616418814,2
2023-05-01,0.026000000000000002,-0.0154,0.0025,0.038794519773967515,-0.011938683306367411,2
2023-06-01,0.0353,0.0294,0.0025,0.039194719910219826,0.0,2
2023-07-01,0.0294,0.0008,0.0025,0.039384155710317004,0.0,2
2023-08-01,-0.0253,-0.0046,0.0025,0.03642851820216957,-0.025311585618969516,1
2023-09-01,0.02,0.0105,0.0025,0.036238749128602664,-0.005846976277981958,2
2023-10-01,-0.028399999999999998,0.0134,0.0025,0.036880722105776094,-0.034130142048618535,1
2023-11-01,0.0552,-0.0013,0.0025,0.037135261720411795,0.0,2
2023-12-01,0.0794,-0.0127,0.0025,0.03984441276089877,0.0,2
2024-01-01,-0.0003,-0.018500000000000003,0.0025,0.0398385619029196,-0.0002622932714873744,1
2024-02-01,0.0118,-0.015300000000000001,0.0025,0.03883664016834129,0.0,2
2024-03-01,0.015700000000000002,-0.0052,0.0025,0.03839203924690945,0.0,2
2024-04-01,0.0124,0.0192,0.0025,0.03779442006971135,0.0,2
2024-05-01,-0.0033,-0.0168,0.0025,0.036859718400711,-0.003280269499686918,1
2024-06-01,0.06570000000000001,-0.0111,0.0025,0.03586807853748256,0.0,2
2024-07-01,0.0392,-0.0003,0.0025,0.03307681195536289,0.0,2
2024-08-01,0.011399999999999999,-0.0079,0.0025,0.032844759745713256,0.0,2
2024-09-01,0.022799999999999997,-0.013000000000000001,0.0025,0.030889266638725234,0.0,2
2024-10-01,-0.0622,0.0116,0.0025,0.033936112183703813,-0.06220252335742527,1
2024-11-01,-0.0031,0.004,0.0025,0.033526355358481655,-0.06507922056034575,1
2024-12-01,-0.0202,0.0006,0.0025,0.03278187877603966,-0.08392013436209964,1
2025-01-01,-0.0058,0.0,0.0025,0.03209950110226786,-0.08920473366820532,1
2025-02-01,-0.058899999999999994,0.014199999999999999,0.0025,0.034676240665139434,-0.1428139716437079,1
2025-03-01,0.063,-0.029500000000000002,0.0025,0.03621629467518734,-0.08878049347464342,2
2025-04-01,0.0346,-0.0178,0.0025,0.036040291462412666,-0.05721043669619551,2
2025-05-01,0.0171,0.0044,0.0025,0.035947455363369636,-0.04107381198217021,2
2025-06-01,0.031,0.0337,0.0025,0.035840625479790555,-0.011382809942330426,2
2025-07-01,-0.029300000000000003,-0.0011,0.0025,0.03663485485954207,-0.040389991030903676,1
2025-08-01,-0.0138,0.0395,0.0025,0.036224561288988905,-0.05362086099450425,1
2025-09-01,0.0075,-0.0163,0.0025,0.03617310810533155,-0.046482390157627514,2
2025-10-01,0.0451,0.0025,0.0025,0.03588540032550483,-0.0034384764546692573,2
2025-11-01,0.0187,0.0125,0.0025,0.03478117280777147,0.0,2
2025-12-01,-0.0028000000000000004,-0.005600000000000001,0.0025,0.0317280972608996,-0.0027993031318993542,1
2026-01-01,-0.031,0.0125,0.0025,0.0326891153271172,-0.03367178123073926,1
